"Gradespan","Grade Band (expanded)","Teaches CS?","Grades Hi","Grades Lo","School District Name","School Name","School Type (School Stats)","School Year","Stage El","Stage Hi","Stage Mi","State","Students","Teaches Cs"
"PK - 06","Elementary","Unknown","06","PK","WALNUT COMM SCHOOL DISTRICT","WALNUT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","87",
"09 - 12","High","Unknown","12","09","WALNUT COMM SCHOOL DISTRICT","WALNUT HIGH SCHOOL","public","2017","0","1","0","IA","",
"06 - 08","Middle","Unknown","08","06","WALNUT COMM SCHOOL DISTRICT","WALNUT MIDDLE SCHOOL","public","2017","0","0","1","IA","",
"PK - 06","Elementary","Unknown","06","PK","WAPELLO COMM SCHOOL DISTRICT","WAPELLO ELEMENTARY SCHOOL","public","2017","1","0","0","IA","307",
"07 - 08","Middle","Unknown","08","07","WAPELLO COMM SCHOOL DISTRICT","WAPELLO JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","124",
"09 - 12","High","No","12","09","WAPELLO COMM SCHOOL DISTRICT","WAPELLO SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","231","HN"
"PK - 06","Elementary","Unknown","06","PK","WAPSIE VALLEY COMM SCHOOL DISTRICT","FAIRBANK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","222",
"PK - 06","Elementary","Unknown","06","PK","WAPSIE VALLEY COMM SCHOOL DISTRICT","READLYN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","132",
"KG - 08","Mixed","Unknown","08","KG","WAPSIE VALLEY COMM SCHOOL DISTRICT","RURAL ELEMENTARY SCHOOL #1","public","2017","1","0","1","IA","39",
"KG - 08","Mixed","Unknown","08","KG","WAPSIE VALLEY COMM SCHOOL DISTRICT","RURAL ELEMENTARY SCHOOL #2","public","2017","1","0","1","IA","34",
"KG - 08","Mixed","Unknown","08","KG","WAPSIE VALLEY COMM SCHOOL DISTRICT","RURAL ELEMENTARY SCHOOL #3","public","2017","1","0","1","IA","29",
"KG - 08","Mixed","Unknown","08","KG","WAPSIE VALLEY COMM SCHOOL DISTRICT","RURAL ELEMENTARY SCHOOL #4","public","2017","1","0","1","IA","31",
"07 - 12","Mixed","No","12","07","WAPSIE VALLEY COMM SCHOOL DISTRICT","WAPSIE VALLEY HIGH SCHOOL","public","2017","0","1","1","IA","269","HN"
"03 - 05","Elementary","Unknown","05","03","WASHINGTON COMM SCHOOL DISTRICT","LINCOLN UPPER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","338",
"PK - 02","Elementary","Unknown","02","PK","WASHINGTON COMM SCHOOL DISTRICT","STEWART ELEMENTARY SCHOOL","public","2017","1","0","0","IA","426",
"09 - 12","High","Yes","12","09","WASHINGTON COMM SCHOOL DISTRICT","WASHINGTON HIGH SCHOOL","public","2017","0","1","0","IA","550","HY"
"06 - 08","Middle","Unknown","08","06","WASHINGTON COMM SCHOOL DISTRICT","WASHINGTON MIDDLE SCHOOL","public","2017","0","0","1","IA","419",
"06 - 08","Middle","Unknown","08","06","WATERLOO COMM SCHOOL DISTRICT","BUNGER MIDDLE SCHOOL","public","2017","0","0","1","IA","404",
"06 - 08","Middle","No","08","06","WATERLOO COMM SCHOOL DISTRICT","CENTRAL MIDDLE SCHOOL","public","2017","0","0","1","IA","513","No"
"PK - 05","Elementary","Yes","05","PK","WATERLOO COMM SCHOOL DISTRICT","CUNNINGHAM SCHOOL","public","2017","1","0","0","IA","448","Yes"
"09 - 12","High","Yes","12","09","WATERLOO COMM SCHOOL DISTRICT","EAST HIGH SCHOOL","public","2017","0","1","0","IA","1068","HY"
"PK - PK","PK","Unknown","PK","PK","WATERLOO COMM SCHOOL DISTRICT","ELK RUN EARLY CHILDHOOD CENTER","public","2017","1","0","0","IA","147",
"06 - 12","Mixed","No","12","06","WATERLOO COMM SCHOOL DISTRICT","EXPO ALTERNATIVE LEARNING CENTER","public","2017","0","1","1","IA","489","HN"
"PK - 05","Elementary","Unknown","05","PK","WATERLOO COMM SCHOOL DISTRICT","FRED BECKER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","577",
"06 - 08","Middle","Unknown","08","06","WATERLOO COMM SCHOOL DISTRICT","GEORGE WASHINGTON CARVER ACADEMY","public","2017","0","0","1","IA","438",
"PK - 05","Elementary","Yes","05","PK","WATERLOO COMM SCHOOL DISTRICT","HIGHLAND ELEMENTARY SCHOOL","public","2017","1","0","0","IA","562","Yes"
"06 - 08","Middle","Unknown","08","06","WATERLOO COMM SCHOOL DISTRICT","HOOVER MIDDLE SCHOOL","public","2017","0","0","1","IA","819",
"PK - 05","Elementary","Unknown","05","PK","WATERLOO COMM SCHOOL DISTRICT","IRVING ELEMENTARY SCHOOL","public","2017","1","0","0","IA","452",
"KG - 05","Elementary","Unknown","05","KG","WATERLOO COMM SCHOOL DISTRICT","KINGSLEY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","486",
"PK - 05","Elementary","Yes","05","PK","WATERLOO COMM SCHOOL DISTRICT","KITTRELL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","603","Yes"
"PK - 05","Elementary","Unknown","05","PK","WATERLOO COMM SCHOOL DISTRICT","LINCOLN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","462",
"KG - 05","Elementary","Yes","05","KG","WATERLOO COMM SCHOOL DISTRICT","LOU HENRY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","504","Yes"
"KG - 05","Elementary","Yes","05","KG","WATERLOO COMM SCHOOL DISTRICT","LOWELL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","387","Yes"
"PK - 05","Elementary","Unknown","05","PK","WATERLOO COMM SCHOOL DISTRICT","ORANGE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","549",
"KG - 05","Elementary","No","05","KG","WATERLOO COMM SCHOOL DISTRICT","POYNER ELEMENTARY","public","2017","1","0","0","IA","509","No"
"09 - 12","High","No","12","09","WATERLOO COMM SCHOOL DISTRICT","WEST HIGH SCHOOL","public","2017","0","1","0","IA","1667","HN"
"KG - 05","Elementary","Yes","05","KG","WAUKEE COMM SCHOOL DISTRICT","BROOKVIEW ELEMENTARY","public","2017","1","0","0","IA","550","Yes"
"KG - 05","Elementary","Unknown","05","KG","WAUKEE COMM SCHOOL DISTRICT","EASON ELEMENTARY","public","2017","1","0","0","IA","587",
"PK - 05","Elementary","Yes","05","PK","WAUKEE COMM SCHOOL DISTRICT","MAPLE GROVE ELEMENTARY","public","2017","1","0","0","IA","660","Yes"
"09 - 09","High","No","09","09","WAUKEE COMM SCHOOL DISTRICT","PRAIRIEVIEW SCHOOL","public","2017","0","1","0","IA","582","HN"
"KG - 05","Elementary","Yes","05","KG","WAUKEE COMM SCHOOL DISTRICT","SHULER ELEMENTARY","public","2017","1","0","0","IA","709","Yes"
"05 - 05","Elementary","Unknown","05","05","WAUKEE COMM SCHOOL DISTRICT","VINCE MEYER LEARNING CTR","public","2017","1","0","0","IA","120",
"PK - 05","Elementary","Yes","05","PK","WAUKEE COMM SCHOOL DISTRICT","WALNUT HILLS ELEMENTARY","public","2017","1","0","0","IA","843","Yes"
"KG - 04","Elementary","Yes","04","KG","WAUKEE COMM SCHOOL DISTRICT","WAUKEE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","592","Yes"
"06 - 08","Middle","Unknown","08","06","WAUKEE COMM SCHOOL DISTRICT","WAUKEE MIDDLE SCHOOL","public","2017","0","0","1","IA","938",
"10 - 12","High","Yes","12","10","WAUKEE COMM SCHOOL DISTRICT","WAUKEE SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","1523","HY"
"06 - 08","Middle","Unknown","08","06","WAUKEE COMM SCHOOL DISTRICT","WAUKEE SOUTH MS","public","2017","0","0","1","IA","997",
"PK - 05","Elementary","Unknown","05","PK","WAUKEE COMM SCHOOL DISTRICT","WOODLAND HILLS","public","2017","1","0","0","IA","536",
"09 - 12","High","No","12","09","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","GREENVIEW ALTERNATIVE SCHOOL","public","2017","0","1","0","IA","29","HN"
"KG - 04","Elementary","Unknown","04","KG","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","MARGARETTA CAREY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","245",
"PK - 04","Elementary","Unknown","04","PK","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","SHELL ROCK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","191",
"PK - 04","Elementary","Unknown","04","PK","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","SOUTHEAST ELEMENTARY SCHOOL","public","2017","1","0","0","IA","175",
"05 - 08","Mixed","Inconsistent","08","05","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","WAVERLY-SHELL ROCK MIDDLE SCHOOL","public","2017","1","0","1","IA","674","Inconsistent"
"09 - 12","High","No","12","09","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","WAVERLY-SHELL ROCK SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","618","HN"
"KG - 04","Elementary","Yes","04","KG","WAVERLY-SHELL ROCK COMM SCHOOL DISTRICT","WEST CEDAR ELEMENTARY SCHOOL","public","2017","1","0","0","IA","220","Yes"
"07 - 12","Mixed","Yes","12","07","WAYNE COMM SCHOOL DISTRICT","WAYNE COMMUNITY JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","228","Yes"
"PK - 06","Elementary","Yes","06","PK","WAYNE COMM SCHOOL DISTRICT","WAYNE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","321","Yes"
"09 - 12","High","Unknown","12","09","WEBSTER CITY COMM SCHOOL DISTRICT","HAMILTON REGIONAL HS HIGH SCHOOL","public","2017","0","1","0","IA","",
"PK - 01","Elementary","Unknown","01","PK","WEBSTER CITY COMM SCHOOL DISTRICT","PLEASANT VIEW ELEMENTARY SCHOOL","public","2017","1","0","0","IA","251",
"02 - 04","Elementary","Yes","04","02","WEBSTER CITY COMM SCHOOL DISTRICT","SUNSET HEIGHTS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","347","Yes"
"09 - 12","High","No","12","09","WEBSTER CITY COMM SCHOOL DISTRICT","WEBSTER CITY HIGH SCHOOL","public","2017","0","1","0","IA","536","HN"
"05 - 08","Mixed","Yes","08","05","WEBSTER CITY COMM SCHOOL DISTRICT","WEBSTER CITY MIDDLE SCHOOL","public","2017","1","0","1","IA","468","Yes"
"KG - 04","Elementary","Unknown","04","KG","WEST BEND-MALLARD COMM SCHOOL DISTRICT","MALLARD ELEMENTARY SCHOOL","public","2017","1","0","0","IA","124",
"09 - 12","High","No","12","09","WEST BEND-MALLARD COMM SCHOOL DISTRICT","WEST BEND-MALLARD HIGH SCHOOL","public","2017","0","1","0","IA","118","HN"
"05 - 08","Mixed","Unknown","08","05","WEST BEND-MALLARD COMM SCHOOL DISTRICT","WEST BEND-MALLARD MIDDLE SCHOOL","public","2017","1","0","1","IA","126",
"PK - 04","Elementary","Yes","04","PK","WEST BRANCH COMM SCHOOL DISTRICT","HOOVER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","373","Yes"
"09 - 12","High","Yes","12","09","WEST BRANCH COMM SCHOOL DISTRICT","WEST BRANCH HIGH SCHOOL","public","2017","0","1","0","IA","244","Yes"
"05 - 08","Mixed","No","08","05","WEST BRANCH COMM SCHOOL DISTRICT","WEST BRANCH MIDDLE SCHOOL","public","2017","1","0","1","IA","247","No"
"PK - 05","Elementary","Inconsistent","05","PK","WEST BURLINGTON IND SCHOOL DISTRICT","WEST BURLINGTON ELEM SCHOOL","public","2017","1","0","0","IA","479","Inconsistent"
"09 - 12","High","No","12","09","WEST BURLINGTON IND SCHOOL DISTRICT","WEST BURLINGTON HIGH SCHOOL","public","2017","0","1","0","IA","259","HN"
"06 - 08","Middle","Unknown","08","06","WEST BURLINGTON IND SCHOOL DISTRICT","WEST BURLINGTON JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","193",
"10 - 12","High","No","12","10","WEST CENTRAL COMM SCHOOL DISTRICT","NORTHEAST IOWA CHARTER HIGH SCHOOL","charter","2017","0","1","0","IA","","HN"
"PK - 08","Mixed","Unknown","08","PK","WEST CENTRAL COMM SCHOOL DISTRICT","WEST CENTRAL K - 8 SCHOOL","public","2017","1","0","1","IA","195",
"09 - 12","High","No","12","09","WEST CENTRAL COMM SCHOOL DISTRICT","WEST CENTRAL SR HIGH SCHOOL","public","2017","0","1","0","IA","81","HN"
"KG - 05","Elementary","Unknown","05","KG","WEST CENTRAL VALLEY COMM SCHOOL DISTRICT","DEXTER ELEMENTARY SCHOOL","public","2017","1","0","0","IA","175",
"PK - 05","Elementary","Yes","05","PK","WEST CENTRAL VALLEY COMM SCHOOL DISTRICT","STUART ELEMENTARY SCHOOL","public","2017","1","0","0","IA","245","Yes"
"09 - 12","High","No","12","09","WEST CENTRAL VALLEY COMM SCHOOL DISTRICT","WEST CENTRAL VALLEY HIGH SCHOOL","public","2017","0","1","0","IA","266","HN"
"06 - 08","Middle","No","08","06","WEST CENTRAL VALLEY COMM SCHOOL DISTRICT","WEST CENTRAL VALLEY MIDDLE SCHOOL","public","2017","0","0","1","IA","200","No"
"PK - 04","Elementary","Unknown","04","PK","WEST DELAWARE COUNTY COMM SCHOOL DISTRICT","LAMBERT ELEMENTARY SCHOOL","public","2017","1","0","0","IA","573",
"09 - 12","High","No","12","09","WEST DELAWARE COUNTY COMM SCHOOL DISTRICT","WEST DELAWARE HIGH SCHOOL","public","2017","0","1","0","IA","484","No"
"05 - 08","Mixed","No","08","05","WEST DELAWARE COUNTY COMM SCHOOL DISTRICT","WEST DELAWARE MIDDLE SCHOOL","public","2017","1","0","1","IA","444","No"
"PK - 06","Elementary","No","06","PK","WEST DES MOINES COMM SCHOOL DISTRICT","CLIVE ELEMENTARY","public","2017","1","0","0","IA","543","No"
"PK - 06","Elementary","Unknown","06","PK","WEST DES MOINES COMM SCHOOL DISTRICT","CRESTVIEW ELEMENTARY SCHOOL","public","2017","1","0","0","IA","572",
"KG - 06","Elementary","No","06","KG","WEST DES MOINES COMM SCHOOL DISTRICT","CROSSROADS PARK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","545","No"
"KG - 06","Elementary","Unknown","06","KG","WEST DES MOINES COMM SCHOOL DISTRICT","FAIRMEADOWS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","559",
"KG - 06","Elementary","No","06","KG","WEST DES MOINES COMM SCHOOL DISTRICT","HILLSIDE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","597","No"
"07 - 08","Middle","Yes","08","07","WEST DES MOINES COMM SCHOOL DISTRICT","INDIAN HILLS JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","662","Yes"
"PK - 06","Elementary","No","06","PK","WEST DES MOINES COMM SCHOOL DISTRICT","JORDAN CREEK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","794","No"
"PK - 03","Elementary","Unknown","03","PK","WEST DES MOINES COMM SCHOOL DISTRICT","PHENIX ELEMENTARY EARLY CHILDHOOD CENTER","public","2017","1","0","0","IA","",
"07 - 08","Middle","Unknown","08","07","WEST DES MOINES COMM SCHOOL DISTRICT","STILWELL JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","710",
"10 - 12","High","Yes","12","10","WEST DES MOINES COMM SCHOOL DISTRICT","VALLEY HIGH SCHOOL","public","2017","0","1","0","IA","1996","Yes"
"09 - 09","High","No","09","09","WEST DES MOINES COMM SCHOOL DISTRICT","VALLEY SOUTHWOODS","public","2017","0","1","0","IA","734","HN"
"09 - 12","High","No","12","09","WEST DES MOINES COMM SCHOOL DISTRICT","WALNUT CREEK CAMPUS","public","2017","0","1","0","IA","154","HN"
"PK - 06","Elementary","No","06","PK","WEST DES MOINES COMM SCHOOL DISTRICT","WESTERN HILLS ELEMENTARY SCHOOL","public","2017","1","0","0","IA","621","No"
"PK - 06","Elementary","Yes","06","PK","WEST DES MOINES COMM SCHOOL DISTRICT","WESTRIDGE ELEMENTARY","public","2017","1","0","0","IA","730","Yes"
"PK - 01","Elementary","Unknown","01","PK","WEST FORK CSD","WEST FORK  ELEMENTARY SHEFFIELD","public","2017","1","0","0","IA","135",
"02 - 04","Elementary","Unknown","04","02","WEST FORK CSD","WEST FORK ELEMENTARY AT ROCKWELL","public","2017","1","0","0","IA","168",
"09 - 12","High","No","12","09","WEST FORK CSD","WEST FORK HIGH SCHOOL","public","2017","0","1","0","IA","215","HN"
"05 - 08","Mixed","Yes","08","05","WEST FORK CSD","WEST FORK MIDDLE SCHOOL","public","2017","1","0","1","IA","189","Yes"
"PK - 04","Elementary","Unknown","04","PK","WEST HANCOCK COMM SCHOOL DISTRICT","WEST HANCOCK ELEMENTARY SCHOOL","public","2017","1","0","0","IA","307",
"09 - 12","High","No","12","09","WEST HANCOCK COMM SCHOOL DISTRICT","WEST HANCOCK HIGH SCHOOL","public","2017","0","1","0","IA","180","HN"
"05 - 08","Mixed","Yes","08","05","WEST HANCOCK COMM SCHOOL DISTRICT","WEST HANCOCK MIDDLE SCHOOL","public","2017","1","0","1","IA","177","Yes"
"PK - 05","Elementary","No","05","PK","WEST HARRISON COMM SCHOOL DISTRICT","WEST HARRISON ELEMENTARY","public","2017","1","0","0","IA","142","No"
"06 - 12","Mixed","Yes","12","06","WEST HARRISON COMM SCHOOL DISTRICT","WEST HARRISON HIGH SCHOOL","public","2017","0","1","1","IA","191","Yes"
"PK - KG","Elementary","Unknown","KG","PK","WEST LIBERTY COMM SCHOOL DISTRICT","EARLY CHILDHOOD CENTER","public","2017","1","0","0","IA","226",
"01 - 05","Elementary","Unknown","05","01","WEST LIBERTY COMM SCHOOL DISTRICT","WEST LIBERTY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","436",
"09 - 12","High","Yes","12","09","WEST LIBERTY COMM SCHOOL DISTRICT","WEST LIBERTY HIGH SCHOOL","public","2017","0","1","0","IA","350","Yes"
"06 - 08","Middle","Unknown","08","06","WEST LIBERTY COMM SCHOOL DISTRICT","WEST LIBERTY MIDDLE SCHOOL","public","2017","0","0","1","IA","270",
"PK - 06","Elementary","Inconsistent","06","PK","WEST LYON COMM SCHOOL DISTRICT","WEST LYON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","566","Inconsistent"
"09 - 12","High","Inconsistent","12","09","WEST LYON COMM SCHOOL DISTRICT","WEST LYON HIGH SCHOOL","public","2017","0","1","0","IA","230","Inconsistent"
"07 - 08","Middle","No","08","07","WEST LYON COMM SCHOOL DISTRICT","WEST LYON JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","124","No"
"PK - 05","Elementary","Unknown","05","PK","WEST MARSHALL COMM SCHOOL DISTRICT","WEST MARSHALL ELEMENTARY SCHOOL","public","2017","1","0","0","IA","513",
"09 - 12","High","No","12","09","WEST MARSHALL COMM SCHOOL DISTRICT","WEST MARSHALL HIGH SCHOOL","public","2017","0","1","0","IA","256","HN"
"06 - 08","Middle","Unknown","08","06","WEST MARSHALL COMM SCHOOL DISTRICT","WEST MARSHALL MIDDLE SCHOOL","public","2017","0","0","1","IA","220",
"","Mixed","Unknown","","","WEST MONONA COMM SCHOOL DISTRICT","CENTRAL ELEMENTARY SCHOOL","public","2017","","","","IA","",
"","Mixed","Unknown","","","WEST MONONA COMM SCHOOL DISTRICT","LARK ELEMENTARY SCHOOL","public","2017","","","","IA","",
"PK - 05","Elementary","Unknown","05","PK","WEST MONONA COMM SCHOOL DISTRICT","WEST MONONA ELEMENTARY","public","2017","1","0","0","IA","349",
"09 - 12","High","No","12","09","WEST MONONA COMM SCHOOL DISTRICT","WEST MONONA HIGH SCHOOL","public","2017","0","1","0","IA","188","HN"
"06 - 08","Middle","Unknown","08","06","WEST MONONA COMM SCHOOL DISTRICT","WEST MONONA MIDDLE SCH","public","2017","0","0","1","IA","142",
"02 - 05","Elementary","Unknown","05","02","WEST SIOUX COMM SCHOOL DISTRICT","HAWARDEN ELEMENTARY SCHOOL","public","2017","1","0","0","IA","237",
"PK - 01","Elementary","No","01","PK","WEST SIOUX COMM SCHOOL DISTRICT","IRETON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","155","No"
"09 - 12","High","Yes","12","09","WEST SIOUX COMM SCHOOL DISTRICT","WEST SIOUX HIGH SCHOOL","public","2017","0","1","0","IA","188","Yes"
"06 - 08","Middle","Unknown","08","06","WEST SIOUX COMM SCHOOL DISTRICT","WEST SIOUX MIDDLE SCHOOL","public","2017","0","0","1","IA","173",
"PK - 04","Elementary","Unknown","04","PK","WESTERN DUBUQUE COMM SCHOOL DISTRICT","BERNARD ELEMENTARY SCHOOL","public","2017","1","0","0","IA","74",
"PK - 06","Elementary","Unknown","06","PK","WESTERN DUBUQUE COMM SCHOOL DISTRICT","CASCADE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","244",
"07 - 12","Mixed","Yes","12","07","WESTERN DUBUQUE COMM SCHOOL DISTRICT","CASCADE JUNIOR-SENIOR HIGH SCHOOL","public","2017","0","1","1","IA","347","Yes"
"05 - 08","Mixed","No","08","05","WESTERN DUBUQUE COMM SCHOOL DISTRICT","DREXLER MIDDLE- INTERMEDIATE SCHOOL","public","2017","1","0","1","IA","741","No"
"PK - 04","Elementary","Unknown","04","PK","WESTERN DUBUQUE COMM SCHOOL DISTRICT","DYERSVILLE ELEMENTARY SCHOOL","public","2017","1","0","0","IA","278",
"PK - 04","Elementary","No","04","PK","WESTERN DUBUQUE COMM SCHOOL DISTRICT","EPWORTH ELEMENTARY SCHOOL","public","2017","1","0","0","IA","207","No"
"PK - 04","Elementary","No","04","PK","WESTERN DUBUQUE COMM SCHOOL DISTRICT","FARLEY ELEMENTARY SCHOOL","public","2017","1","0","0","IA","252","No"
"PK - 04","Elementary","Unknown","04","PK","WESTERN DUBUQUE COMM SCHOOL DISTRICT","PEOSTA ELEMENTARY SCHOOL","public","2017","1","0","0","IA","298",
"09 - 12","High","No","12","09","WESTERN DUBUQUE COMM SCHOOL DISTRICT","WESTERN DUBUQUE HIGH SCHOOL","public","2017","0","1","0","IA","865","HN"
"PK - 06","Elementary","Yes","06","PK","WESTWOOD COMM SCHOOL DISTRICT","WESTWOOD ELEMENTARY SCHOOL","public","2017","1","0","0","IA","315","Yes"
"07 - 12","Mixed","No","12","07","WESTWOOD COMM SCHOOL DISTRICT","WESTWOOD HIGH SCHOOL","public","2017","0","1","1","IA","246","HN"
"PK - 05","Elementary","Unknown","05","PK","WHITING COMM SCHOOL DISTRICT","WHITING ELEMENTARY SCHOOL","public","2017","1","0","0","IA","108",
"06 - 12","Mixed","No","12","06","WHITING COMM SCHOOL DISTRICT","WHITING SENIOR HIGH SCHOOL","public","2017","0","1","1","IA","95","HN"
"PK - 06","Elementary","Yes","06","PK","WILLIAMSBURG COMM SCHOOL DISTRICT","MARY WELSH ELEMENTARY","public","2017","1","0","0","IA","615","Yes"
"07 - 12","Mixed","No","12","07","WILLIAMSBURG COMM SCHOOL DISTRICT","WILLIAMSBURG JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","564","HN"
"PK - 06","Elementary","Unknown","06","PK","WILTON COMM SCHOOL DISTRICT","WILTON ELEMENTARY SCHOOL","public","2017","1","0","0","IA","511",
"07 - 12","Mixed","No","12","07","WILTON COMM SCHOOL DISTRICT","WILTON JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","346","HN"
"PK - 05","Elementary","Unknown","05","PK","WINFIELD-MT UNION COMM SCHOOL DISTRICT","WINFIELD ELEMENTARY SCHOOL","public","2017","1","0","0","IA","200",
"06 - 12","Mixed","Yes","12","06","WINFIELD-MT UNION COMM SCHOOL DISTRICT","WINFIELD-MT UNION JR-SR HIGH SCHOOL","public","2017","0","1","1","IA","266","Yes"
"09 - 12","High","No","12","09","WINTERSET COMM SCHOOL DISTRICT","WINTERSET BRIDGES SCHOOL","public","2017","0","1","0","IA","13","HN"
"PK - 03","Elementary","Unknown","03","PK","WINTERSET COMM SCHOOL DISTRICT","WINTERSET ELEMENTARY SCHOOL","public","2017","1","0","0","IA","600",
"07 - 08","Middle","Unknown","08","07","WINTERSET COMM SCHOOL DISTRICT","WINTERSET JUNIOR HIGH SCHOOL","public","2017","0","0","1","IA","286",
"04 - 06","Mixed","Yes","06","04","WINTERSET COMM SCHOOL DISTRICT","WINTERSET MIDDLE SCHOOL","public","2017","1","0","1","IA","380","Yes"
"09 - 12","High","No","12","09","WINTERSET COMM SCHOOL DISTRICT","WINTERSET SENIOR HIGH SCHOOL","public","2017","0","1","0","IA","523","HN"
